date,day_of_week,month,is_weekend,is_flu_season,is_monsoon_season,is_holiday,ward,ward_capacity,admissions,occupancy_rate,risk_level
2024-03-21,3,3,0,0,0,0,Pediatrics,12,7,0.568,low
2024-03-21,3,3,0,0,0,0,Maternity,9,6,0.643,medium
2024-03-21,3,3,0,0,0,0,Orthopedics,8,6,0.705,medium
2024-03-22,4,3,0,0,0,0,General,26,17,0.632,medium
2024-03-22,4,3,0,0,0,0,ICU,7,5,0.724,medium
2024-03-22,4,3,0,0,0,0,Pediatrics,12,9,0.676,medium
2024-03-22,4,3,0,0,0,0,Maternity,9,6,0.711,medium
2024-03-22,4,3,0,0,0,0,Orthopedics,8,5,0.678,medium
2024-03-23,5,3,1,0,0,0,General,26,12,0.532,low
2024-03-23,5,3,1,0,0,0,ICU,7,6,0.839,medium
2024-03-23,5,3,1,0,0,0,Pediatrics,12,6,0.573,low
2024-03-23,5,3,1,0,0,0,Maternity,9,6,0.641,medium
2024-03-23,5,3,1,0,0,0,Orthopedics,8,4,0.486,low
2024-03-24,6,3,1,0,0,0,General,26,11,0.377,low
2024-03-24,6,3,1,0,0,0,ICU,7,4,0.533,low
2024-03-24,6,3,1,0,0,0,Pediatrics,12,6,0.512,low
2024-03-24,6,3,1,0,0,0,Maternity,9,6,0.617,medium
2024-03-24,6,3,1,0,0,0,Orthopedics,8,4,0.489,low
2024-03-25,0,3,0,0,0,0,General,26,18,0.726,medium
2024-03-25,0,3,0,0,0,0,ICU,7,3,0.448,low
2024-03-25,0,3,0,0,0,0,Pediatrics,12,8,0.691,medium
2024-03-25,0,3,0,0,0,0,Maternity,9,6,0.789,medium
2024-03-25,0,3,0,0,0,0,Orthopedics,8,5,0.598,low
2024-03-26,1,3,0,0,0,1,General,26,18,0.665,medium
2024-03-26,1,3,0,0,0,1,ICU,7,4,0.631,medium
2024-03-26,1,3,0,0,0,1,Pediatrics,12,11,0.888,high
2024-03-26,1,3,0,0,0,1,Maternity,9,4,0.468,low
2024-03-26,1,3,0,0,0,1,Orthopedics,8,3,0.407,low
2024-03-27,2,3,0,0,0,0,General,26,19,0.655,medium
2024-03-27,2,3,0,0,0,0,ICU,7,5,0.804,medium
2024-03-27,2,3,0,0,0,0,Pediatrics,12,7,0.564,low
2024-03-27,2,3,0,0,0,0,Maternity,9,6,0.683,medium
2024-03-27,2,3,0,0,0,0,Orthopedics,8,5,0.726,medium
2024-03-28,3,3,0,0,0,0,General,26,18,0.652,medium
2024-03-28,3,3,0,0,0,0,ICU,7,3,0.392,low
2024-03-28,3,3,0,0,0,0,Pediatrics,12,8,0.756,medium
2024-03-28,3,3,0,0,0,0,Maternity,9,6,0.678,medium
2024-03-28,3,3,0,0,0,0,Orthopedics,8,5,0.684,medium
2024-03-29,4,3,0,0,0,0,General,26,25,0.935,high
2024-03-29,4,3,0,0,0,0,ICU,7,4,0.624,medium
2024-03-29,4,3,0,0,0,0,Pediatrics,12,9,0.842,medium
2024-03-29,4,3,0,0,0,0,Maternity,9,7,0.76,medium
2024-03-29,4,3,0,0,0,0,Orthopedics,8,5,0.68,medium
2024-03-30,5,3,1,0,0,0,General,26,15,0.602,medium
2024-03-30,5,3,1,0,0,0,ICU,7,5,0.773,medium
2024-03-30,5,3,1,0,0,0,Pediatrics,12,7,0.616,medium
2024-03-30,5,3,1,0,0,0,Maternity,9,4,0.452,low
2024-03-30,5,3,1,0,0,0,Orthopedics,8,4,0.459,low
2024-03-31,6,3,1,0,0,0,General,26,14,0.519,low
2024-03-31,6,3,1,0,0,0,ICU,7,5,0.778,medium
2024-03-31,6,3,1,0,0,0,Pediatrics,12,6,0.502,low
2024-03-31,6,3,1,0,0,0,Maternity,9,4,0.482,low
2024-03-31,6,3,1,0,0,0,Orthopedics,8,4,0.608,medium
2024-04-01,0,4,0,0,0,1,General,26,19,0.742,medium
2024-04-01,0,4,0,0,0,1,ICU,7,5,0.793,medium
2024-04-01,0,4,0,0,0,1,Pediatrics,12,9,0.764,medium
2024-04-01,0,4,0,0,0,1,Maternity,9,5,0.565,low
2024-04-01,0,4,0,0,0,1,Orthopedics,8,3,0.385,low
2024-04-02,1,4,0,0,0,0,General,26,21,0.756,medium
2024-04-02,1,4,0,0,0,0,ICU,7,4,0.536,low
2024-04-02,1,4,0,0,0,0,Pediatrics,12,9,0.674,medium
2024-04-02,1,4,0,0,0,0,Maternity,9,5,0.574,low
2024-04-02,1,4,0,0,0,0,Orthopedics,8,6,0.747,medium
2024-04-03,2,4,0,0,0,0,General,26,17,0.748,medium
2024-04-03,2,4,0,0,0,0,ICU,7,3,0.319,low
2024-04-03,2,4,0,0,0,0,Pediatrics,12,9,0.725,medium
2024-04-03,2,4,0,0,0,0,Maternity,9,5,0.591,low
2024-04-03,2,4,0,0,0,0,Orthopedics,8,5,0.597,low
2024-04-04,3,4,0,0,0,0,General,26,15,0.621,medium
2024-04-04,3,4,0,0,0,0,ICU,7,4,0.566,low
2024-04-04,3,4,0,0,0,0,Pediatrics,12,10,0.78,medium
2024-04-04,3,4,0,0,0,0,Maternity,9,5,0.521,low
2024-04-04,3,4,0,0,0,0,Orthopedics,8,5,0.637,medium
2024-04-05,4,4,0,0,0,0,General,26,17,0.671,medium
2024-04-05,4,4,0,0,0,0,ICU,7,3,0.501,low
2024-04-05,4,4,0,0,0,0,Pediatrics,12,8,0.723,medium
2024-04-05,4,4,0,0,0,0,Maternity,9,6,0.69,medium
2024-04-05,4,4,0,0,0,0,Orthopedics,8,5,0.647,medium
2024-04-06,5,4,1,0,0,0,General,26,15,0.643,medium
2024-04-06,5,4,1,0,0,0,ICU,7,5,0.75,medium
2024-04-06,5,4,1,0,0,0,Pediatrics,12,6,0.572,low
2024-04-06,5,4,1,0,0,0,Maternity,9,4,0.534,low
2024-04-06,5,4,1,0,0,0,Orthopedics,8,4,0.428,low
2024-04-07,6,4,1,0,0,0,General,26,14,0.504,low
2024-04-07,6,4,1,0,0,0,ICU,7,5,0.682,medium
2024-04-07,6,4,1,0,0,0,Pediatrics,12,6,0.406,low
2024-04-07,6,4,1,0,0,0,Maternity,9,4,0.323,low
2024-04-07,6,4,1,0,0,0,Orthopedics,8,3,0.413,low
2024-04-08,0,4,0,0,0,0,General,26,20,0.791,medium
2024-04-08,0,4,0,0,0,0,ICU,7,3,0.426,low
2024-04-08,0,4,0,0,0,0,Pediatrics,12,8,0.609,medium
2024-04-08,0,4,0,0,0,0,Maternity,9,7,0.822,medium
2024-04-08,0,4,0,0,0,0,Orthopedics,8,5,0.626,medium
2024-04-09,1,4,0,0,0,0,General,26,19,0.629,medium
2024-04-09,1,4,0,0,0,0,ICU,7,4,0.537,low
2024-04-09,1,4,0,0,0,0,Pediatrics,12,7,0.569,low
2024-04-09,1,4,0,0,0,0,Maternity,9,8,0.921,high
2024-04-09,1,4,0,0,0,0,Orthopedics,8,5,0.654,medium
2024-04-10,2,4,0,0,0,0,General,26,22,0.892,high
2024-04-10,2,4,0,0,0,0,ICU,7,4,0.539,low
2024-04-10,2,4,0,0,0,0,Pediatrics,12,9,0.77,medium
2024-04-10,2,4,0,0,0,0,Maternity,9,7,0.81,medium
2024-04-10,2,4,0,0,0,0,Orthopedics,8,6,0.723,medium
2024-04-11,3,4,0,0,0,0,General,26,22,0.856,high
2024-04-11,3,4,0,0,0,0,ICU,7,5,0.68,medium
2024-04-11,3,4,0,0,0,0,Pediatrics,12,10,0.843,medium
2024-04-11,3,4,0,0,0,0,Maternity,9,5,0.531,low
2024-04-11,3,4,0,0,0,0,Orthopedics,8,5,0.646,medium
2024-04-12,4,4,0,0,0,0,General,26,19,0.702,medium
2024-04-12,4,4,0,0,0,0,ICU,7,4,0.679,medium
2024-04-12,4,4,0,0,0,0,Pediatrics,12,10,0.855,high
2024-04-12,4,4,0,0,0,0,Maternity,9,6,0.673,medium
2024-04-12,4,4,0,0,0,0,Orthopedics,8,5,0.574,low
2024-04-13,5,4,1,0,0,0,General,26,13,0.417,low
2024-04-13,5,4,1,0,0,0,ICU,7,5,0.747,medium
2024-04-13,5,4,1,0,0,0,Pediatrics,12,6,0.579,low
2024-04-13,5,4,1,0,0,0,Maternity,9,4,0.371,low
2024-04-13,5,4,1,0,0,0,Orthopedics,8,4,0.552,low
2024-04-14,6,4,1,0,0,0,General,26,17,0.631,medium
2024-04-14,6,4,1,0,0,0,ICU,7,5,0.712,medium
2024-04-14,6,4,1,0,0,0,Pediatrics,12,6,0.544,low
2024-04-14,6,4,1,0,0,0,Maternity,9,5,0.477,low
2024-04-14,6,4,1,0,0,0,Orthopedics,8,5,0.694,medium
2024-04-15,0,4,0,0,0,1,General,26,18,0.712,medium
2024-04-15,0,4,0,0,0,1,ICU,7,5,0.727,medium
2024-04-15,0,4,0,0,0,1,Pediatrics,12,8,0.633,medium
2024-04-15,0,4,0,0,0,1,Maternity,9,4,0.503,low
2024-04-15,0,4,0,0,0,1,Orthopedics,8,4,0.481,low
2024-04-16,1,4,0,0,0,0,General,26,20,0.627,medium
2024-04-16,1,4,0,0,0,0,ICU,7,5,0.627,medium
2024-04-16,1,4,0,0,0,0,Pediatrics,12,8,0.611,medium
2024-04-16,1,4,0,0,0,0,Maternity,9,5,0.614,medium
2024-04-16,1,4,0,0,0,0,Orthopedics,8,5,0.642,medium
2024-04-17,2,4,0,0,0,0,General,26,18,0.716,medium
2024-04-17,2,4,0,0,0,0,ICU,7,4,0.507,low
2024-04-17,2,4,0,0,0,0,Pediatrics,12,9,0.725,medium
2024-04-17,2,4,0,0,0,0,Maternity,9,5,0.534,low
2024-04-17,2,4,0,0,0,0,Orthopedics,8,6,0.793,medium
2024-04-18,3,4,0,0,0,0,General,26,17,0.636,medium
2024-04-18,3,4,0,0,0,0,ICU,7,4,0.675,medium
2024-04-18,3,4,0,0,0,0,Pediatrics,12,8,0.688,medium
2024-04-18,3,4,0,0,0,0,Maternity,9,7,0.79,medium
2024-04-18,3,4,0,0,0,0,Orthopedics,8,5,0.615,medium
2024-04-19,4,4,0,0,0,0,General,26,18,0.69,medium
2024-04-19,4,4,0,0,0,0,ICU,7,4,0.574,low
2024-04-19,4,4,0,0,0,0,Pediatrics,12,9,0.746,medium
2024-04-19,4,4,0,0,0,0,Maternity,9,6,0.567,low
2024-04-19,4,4,0,0,0,0,Orthopedics,8,6,0.767,medium
2024-04-20,5,4,1,0,0,0,General,26,16,0.471,low
2024-04-20,5,4,1,0,0,0,ICU,7,6,0.85,high
2024-04-20,5,4,1,0,0,0,Pediatrics,12,7,0.531,low
2024-04-20,5,4,1,0,0,0,Maternity,9,5,0.503,low
2024-04-20,5,4,1,0,0,0,Orthopedics,8,3,0.471,low
2024-04-21,6,4,1,0,0,0,General,26,13,0.511,low
2024-04-21,6,4,1,0,0,0,ICU,7,5,0.739,medium
2024-04-21,6,4,1,0,0,0,Pediatrics,12,6,0.518,low
2024-04-21,6,4,1,0,0,0,Maternity,9,6,0.664,medium
2024-04-21,6,4,1,0,0,0,Orthopedics,8,4,0.553,low
2024-04-22,0,4,0,0,0,0,General,26,21,0.867,high
2024-04-22,0,4,0,0,0,0,ICU,7,4,0.514,low
2024-04-22,0,4,0,0,0,0,Pediatrics,12,10,0.776,medium
2024-04-22,0,4,0,0,0,0,Maternity,9,6,0.629,medium
2024-04-22,0,4,0,0,0,0,Orthopedics,8,5,0.641,medium
2024-04-23,1,4,0,0,0,0,General,26,19,0.752,medium
2024-04-23,1,4,0,0,0,0,ICU,7,5,0.737,medium
2024-04-23,1,4,0,0,0,0,Pediatrics,12,8,0.715,medium
2024-04-23,1,4,0,0,0,0,Maternity,9,7,0.716,medium
2024-04-23,1,4,0,0,0,0,Orthopedics,8,5,0.66,medium
2024-04-24,2,4,0,0,0,0,General,26,17,0.723,medium
2024-04-24,2,4,0,0,0,0,ICU,7,4,0.578,low
2024-04-24,2,4,0,0,0,0,Pediatrics,12,8,0.667,medium
2024-04-24,2,4,0,0,0,0,Maternity,9,5,0.484,low
2024-04-24,2,4,0,0,0,0,Orthopedics,8,6,0.708,medium
2024-04-25,3,4,0,0,0,0,General,26,15,0.469,low
2024-04-25,3,4,0,0,0,0,ICU,7,4,0.505,low
2024-04-25,3,4,0,0,0,0,Pediatrics,12,10,0.884,high
2024-04-25,3,4,0,0,0,0,Maternity,9,5,0.668,medium
2024-04-25,3,4,0,0,0,0,Orthopedics,8,6,0.734,medium
2024-04-26,4,4,0,0,0,1,General,26,12,0.576,low
2024-04-26,4,4,0,0,0,1,ICU,7,3,0.346,low
2024-04-26,4,4,0,0,0,1,Pediatrics,12,10,0.955,high
2024-04-26,4,4,0,0,0,1,Maternity,9,5,0.584,low
2024-04-26,4,4,0,0,0,1,Orthopedics,8,4,0.543,low
2024-04-27,5,4,1,0,0,0,General,26,15,0.591,low
2024-04-27,5,4,1,0,0,0,ICU,7,5,0.711,medium
2024-04-27,5,4,1,0,0,0,Pediatrics,12,5,0.403,low
2024-04-27,5,4,1,0,0,0,Maternity,9,3,0.328,low
2024-04-27,5,4,1,0,0,0,Orthopedics,8,3,0.32,low
2024-04-28,6,4,1,0,0,0,General,26,14,0.608,medium
2024-04-28,6,4,1,0,0,0,ICU,7,5,0.636,medium
2024-04-28,6,4,1,0,0,0,Pediatrics,12,5,0.464,low
2024-04-28,6,4,1,0,0,0,Maternity,9,4,0.433,low
2024-04-28,6,4,1,0,0,0,Orthopedics,8,4,0.452,low
2024-04-29,0,4,0,0,0,0,General,26,18,0.626,medium
2024-04-29,0,4,0,0,0,0,ICU,7,4,0.587,low
2024-04-29,0,4,0,0,0,0,Pediatrics,12,6,0.522,low
2024-04-29,0,4,0,0,0,0,Maternity,9,6,0.694,medium
2024-04-29,0,4,0,0,0,0,Orthopedics,8,5,0.693,medium
2024-04-30,1,4,0,0,0,0,General,26,18,0.671,medium
2024-04-30,1,4,0,0,0,0,ICU,7,4,0.599,low
2024-04-30,1,4,0,0,0,0,Pediatrics,12,8,0.669,medium
2024-04-30,1,4,0,0,0,0,Maternity,9,5,0.522,low
2024-04-30,1,4,0,0,0,0,Orthopedics,8,4,0.587,low
2024-05-01,2,5,0,0,0,1,General,26,16,0.581,low
2024-05-01,2,5,0,0,0,1,ICU,7,4,0.616,medium
2024-05-01,2,5,0,0,0,1,Pediatrics,12,8,0.729,medium
2024-05-01,2,5,0,0,0,1,Maternity,9,4,0.458,low
2024-05-01,2,5,0,0,0,1,Orthopedics,8,3,0.482,low
2024-05-02,3,5,0,0,0,0,General,26,15,0.592,low
2024-05-02,3,5,0,0,0,0,ICU,7,4,0.592,low
2024-05-02,3,5,0,0,0,0,Pediatrics,12,8,0.66,medium
2024-05-02,3,5,0,0,0,0,Maternity,9,6,0.659,medium
2024-05-02,3,5,0,0,0,0,Orthopedics,8,6,0.861,high
2024-05-03,4,5,0,0,0,0,General,26,16,0.547,low
2024-05-03,4,5,0,0,0,0,ICU,7,4,0.7,medium
2024-05-03,4,5,0,0,0,0,Pediatrics,12,7,0.665,medium
2024-05-03,4,5,0,0,0,0,Maternity,9,8,0.861,high
2024-05-03,4,5,0,0,0,0,Orthopedics,8,5,0.706,medium
2024-05-04,5,5,1,0,0,0,General,26,13,0.49,low
2024-05-04,5,5,1,0,0,0,ICU,7,4,0.521,low
2024-05-04,5,5,1,0,0,0,Pediatrics,12,5,0.355,low
2024-05-04,5,5,1,0,0,0,Maternity,9,5,0.517,low
2024-05-04,5,5,1,0,0,0,Orthopedics,8,4,0.422,low
2024-05-05,6,5,1,0,0,0,General,26,14,0.58,low
2024-05-05,6,5,1,0,0,0,ICU,7,3,0.447,low
2024-05-05,6,5,1,0,0,0,Pediatrics,12,7,0.523,low
2024-05-05,6,5,1,0,0,0,Maternity,9,6,0.688,medium
2024-05-05,6,5,1,0,0,0,Orthopedics,8,3,0.372,low
2024-05-06,0,5,0,0,0,0,General,26,20,0.773,medium
2024-05-06,0,5,0,0,0,0,ICU,7,4,0.525,low
2024-05-06,0,5,0,0,0,0,Pediatrics,12,8,0.596,low
2024-05-06,0,5,0,0,0,0,Maternity,9,6,0.621,medium
2024-05-06,0,5,0,0,0,0,Orthopedics,8,4,0.562,low
2024-05-07,1,5,0,0,0,0,General,26,21,0.838,medium
2024-05-07,1,5,0,0,0,0,ICU,7,3,0.413,low
2024-05-07,1,5,0,0,0,0,Pediatrics,12,9,0.757,medium
2024-05-07,1,5,0,0,0,0,Maternity,9,8,0.909,high
2024-05-07,1,5,0,0,0,0,Orthopedics,8,5,0.61,medium
2024-05-08,2,5,0,0,0,0,General,26,18,0.685,medium
2024-05-08,2,5,0,0,0,0,ICU,7,4,0.619,medium
2024-05-08,2,5,0,0,0,0,Pediatrics,12,7,0.517,low
2024-05-08,2,5,0,0,0,0,Maternity,9,4,0.47,low
2024-05-08,2,5,0,0,0,0,Orthopedics,8,4,0.392,low
2024-05-09,3,5,0,0,0,0,General,26,19,0.855,high
2024-05-09,3,5,0,0,0,0,ICU,7,4,0.613,medium
2024-05-09,3,5,0,0,0,0,Pediatrics,12,8,0.662,medium
2024-05-09,3,5,0,0,0,0,Maternity,9,7,0.763,medium
2024-05-09,3,5,0,0,0,0,Orthopedics,8,5,0.641,medium
2024-05-10,4,5,0,0,0,0,General,26,16,0.665,medium
2024-05-10,4,5,0,0,0,0,ICU,7,4,0.534,low
2024-05-10,4,5,0,0,0,0,Pediatrics,12,9,0.705,medium
2024-05-10,4,5,0,0,0,0,Maternity,9,6,0.666,medium
2024-05-10,4,5,0,0,0,0,Orthopedics,8,6,0.774,medium
2024-05-11,5,5,1,0,0,0,General,26,13,0.541,low
2024-05-11,5,5,1,0,0,0,ICU,7,6,0.885,high
2024-05-11,5,5,1,0,0,0,Pediatrics,12,6,0.434,low
2024-05-11,5,5,1,0,0,0,Maternity,9,4,0.429,low
2024-05-11,5,5,1,0,0,0,Orthopedics,8,3,0.366,low
2024-05-12,6,5,1,0,0,0,General,26,14,0.565,low
2024-05-12,6,5,1,0,0,0,ICU,7,5,0.739,medium
2024-05-12,6,5,1,0,0,0,Pediatrics,12,6,0.401,low
2024-05-12,6,5,1,0,0,0,Maternity,9,4,0.437,low
2024-05-12,6,5,1,0,0,0,Orthopedics,8,3,0.405,low
2024-05-13,0,5,0,0,0,0,General,26,22,0.907,high
2024-05-13,0,5,0,0,0,0,ICU,7,4,0.646,medium
2024-05-13,0,5,0,0,0,0,Pediatrics,12,8,0.65,medium
2024-05-13,0,5,0,0,0,0,Maternity,9,5,0.54,low
2024-05-13,0,5,0,0,0,0,Orthopedics,8,5,0.634,medium
2024-05-14,1,5,0,0,0,0,General,26,18,0.692,medium
2024-05-14,1,5,0,0,0,0,ICU,7,4,0.631,medium
2024-05-14,1,5,0,0,0,0,Pediatrics,12,9,0.676,medium
2024-05-14,1,5,0,0,0,0,Maternity,9,4,0.491,low
2024-05-14,1,5,0,0,0,0,Orthopedics,8,4,0.489,low
2024-05-15,2,5,0,0,0,1,General,26,16,0.525,low
2024-05-15,2,5,0,0,0,1,ICU,7,5,0.752,medium
2024-05-15,2,5,0,0,0,1,Pediatrics,12,8,0.537,low
2024-05-15,2,5,0,0,0,1,Maternity,9,4,0.464,low
2024-05-15,2,5,0,0,0,1,Orthopedics,8,3,0.384,low
2024-05-16,3,5,0,0,0,0,General,26,18,0.721,medium
2024-05-16,3,5,0,0,0,0,ICU,7,4,0.523,low
2024-05-16,3,5,0,0,0,0,Pediatrics,12,9,0.742,medium
2024-05-16,3,5,0,0,0,0,Maternity,9,6,0.62,medium
2024-05-16,3,5,0,0,0,0,Orthopedics,8,5,0.581,low
2024-05-17,4,5,0,0,0,0,General,26,18,0.778,medium
2024-05-17,4,5,0,0,0,0,ICU,7,3,0.348,low
2024-05-17,4,5,0,0,0,0,Pediatrics,12,10,0.823,medium
2024-05-17,4,5,0,0,0,0,Maternity,9,5,0.608,medium
2024-05-17,4,5,0,0,0,0,Orthopedics,8,5,0.716,medium
2024-05-18,5,5,1,0,0,0,General,26,15,0.553,low
2024-05-18,5,5,1,0,0,0,ICU,7,6,0.827,medium
2024-05-18,5,5,1,0,0,0,Pediatrics,12,7,0.598,low
2024-05-18,5,5,1,0,0,0,Maternity,9,5,0.634,medium
2024-05-18,5,5,1,0,0,0,Orthopedics,8,4,0.462,low
2024-05-19,6,5,1,0,0,0,General,26,14,0.505,low
2024-05-19,6,5,1,0,0,0,ICU,7,6,0.864,high
2024-05-19,6,5,1,0,0,0,Pediatrics,12,6,0.509,low
2024-05-19,6,5,1,0,0,0,Maternity,9,4,0.396,low
2024-05-19,6,5,1,0,0,0,Orthopedics,8,4,0.467,low
2024-05-20,0,5,0,0,0,0,General,26,15,0.604,medium
2024-05-20,0,5,0,0,0,0,ICU,7,5,0.75,medium
2024-05-20,0,5,0,0,0,0,Pediatrics,12,9,0.712,medium
2024-05-20,0,5,0,0,0,0,Maternity,9,5,0.631,medium
2024-05-20,0,5,0,0,0,0,Orthopedics,8,5,0.612,medium
2024-05-21,1,5,0,0,0,0,General,26,22,0.874,high
2024-05-21,1,5,0,0,0,0,ICU,7,4,0.68,medium
2024-05-21,1,5,0,0,0,0,Pediatrics,12,7,0.63,medium
2024-05-21,1,5,0,0,0,0,Maternity,9,6,0.68,medium
2024-05-21,1,5,0,0,0,0,Orthopedics,8,6,0.775,medium
2024-05-22,2,5,0,0,0,0,General,26,19,0.784,medium
2024-05-22,2,5,0,0,0,0,ICU,7,4,0.529,low
2024-05-22,2,5,0,0,0,0,Pediatrics,12,7,0.485,low
2024-05-22,2,5,0,0,0,0,Maternity,9,8,0.834,medium
2024-05-22,2,5,0,0,0,0,Orthopedics,8,5,0.611,medium
2024-05-23,3,5,0,0,0,0,General,26,19,0.772,medium
2024-05-23,3,5,0,0,0,0,ICU,7,5,0.685,medium
2024-05-23,3,5,0,0,0,0,Pediatrics,12,8,0.681,medium
2024-05-23,3,5,0,0,0,0,Maternity,9,6,0.747,medium
2024-05-23,3,5,0,0,0,0,Orthopedics,8,5,0.662,medium
2024-05-24,4,5,0,0,0,0,General,26,20,0.828,medium
2024-05-24,4,5,0,0,0,0,ICU,7,4,0.507,low
2024-05-24,4,5,0,0,0,0,Pediatrics,12,8,0.634,medium
2024-05-24,4,5,0,0,0,0,Maternity,9,6,0.696,medium
2024-05-24,4,5,0,0,0,0,Orthopedics,8,6,0.751,medium
2024-05-25,5,5,1,0,0,0,General,26,14,0.624,medium
2024-05-25,5,5,1,0,0,0,ICU,7,5,0.844,medium
2024-05-25,5,5,1,0,0,0,Pediatrics,12,7,0.495,low
2024-05-25,5,5,1,0,0,0,Maternity,9,5,0.575,low
2024-05-25,5,5,1,0,0,0,Orthopedics,8,4,0.534,low
2024-05-26,6,5,1,0,0,1,General,26,15,0.516,low
2024-05-26,6,5,1,0,0,1,ICU,7,5,0.672,medium
2024-05-26,6,5,1,0,0,1,Pediatrics,12,6,0.529,low
2024-05-26,6,5,1,0,0,1,Maternity,9,4,0.464,low
2024-05-26,6,5,1,0,0,1,Orthopedics,8,2,0.272,low
2024-05-27,0,5,0,0,0,0,General,26,21,0.777,medium
2024-05-27,0,5,0,0,0,0,ICU,7,4,0.572,low
2024-05-27,0,5,0,0,0,0,Pediatrics,12,7,0.616,medium
2024-05-27,0,5,0,0,0,0,Maternity,9,6,0.688,medium
2024-05-27,0,5,0,0,0,0,Orthopedics,8,4,0.478,low
2024-05-28,1,5,0,0,0,0,General,26,20,0.751,medium
2024-05-28,1,5,0,0,0,0,ICU,7,5,0.694,medium
2024-05-28,1,5,0,0,0,0,Pediatrics,12,8,0.713,medium
2024-05-28,1,5,0,0,0,0,Maternity,9,5,0.468,low
2024-05-28,1,5,0,0,0,0,Orthopedics,8,4,0.563,low
2024-05-29,2,5,0,0,0,0,General,26,17,0.782,medium
2024-05-29,2,5,0,0,0,0,ICU,7,4,0.581,low
2024-05-29,2,5,0,0,0,0,Pediatrics,12,10,0.934,high
2024-05-29,2,5,0,0,0,0,Maternity,9,8,0.949,high
2024-05-29,2,5,0,0,0,0,Orthopedics,8,6,0.78,medium
2024-05-30,3,5,0,0,0,0,General,26,20,0.742,medium
2024-05-30,3,5,0,0,0,0,ICU,7,4,0.571,low
2024-05-30,3,5,0,0,0,0,Pediatrics,12,8,0.644,medium
2024-05-30,3,5,0,0,0,0,Maternity,9,7,0.826,medium
2024-05-30,3,5,0,0,0,0,Orthopedics,8,5,0.699,medium
2024-05-31,4,5,0,0,0,0,General,26,15,0.567,low
2024-05-31,4,5,0,0,0,0,ICU,7,4,0.478,low
2024-05-31,4,5,0,0,0,0,Pediatrics,12,8,0.661,medium
2024-05-31,4,5,0,0,0,0,Maternity,9,7,0.809,medium
2024-05-31,4,5,0,0,0,0,Orthopedics,8,4,0.593,low
2024-06-01,5,6,1,0,0,1,General,26,18,0.721,medium
2024-06-01,5,6,1,0,0,1,ICU,7,5,0.666,medium
2024-06-01,5,6,1,0,0,1,Pediatrics,12,6,0.554,low
2024-06-01,5,6,1,0,0,1,Maternity,9,4,0.522,low
2024-06-01,5,6,1,0,0,1,Orthopedics,8,2,0.194,low
2024-06-02,6,6,1,0,0,0,General,26,14,0.45,low
2024-06-02,6,6,1,0,0,0,ICU,7,5,0.707,medium
2024-06-02,6,6,1,0,0,0,Pediatrics,12,6,0.42,low
2024-06-02,6,6,1,0,0,0,Maternity,9,5,0.529,low
2024-06-02,6,6,1,0,0,0,Orthopedics,8,3,0.231,low
2024-06-03,0,6,0,0,0,0,General,26,18,0.781,medium
2024-06-03,0,6,0,0,0,0,ICU,7,5,0.691,medium
2024-06-03,0,6,0,0,0,0,Pediatrics,12,7,0.607,medium
2024-06-03,0,6,0,0,0,0,Maternity,9,5,0.571,low
2024-06-03,0,6,0,0,0,0,Orthopedics,8,6,0.811,medium
2024-06-04,1,6,0,0,0,0,General,26,18,0.682,medium
2024-06-04,1,6,0,0,0,0,ICU,7,3,0.387,low
2024-06-04,1,6,0,0,0,0,Pediatrics,12,8,0.685,medium
2024-06-04,1,6,0,0,0,0,Maternity,9,7,0.738,medium
2024-06-04,1,6,0,0,0,0,Orthopedics,8,6,0.736,medium
2024-06-05,2,6,0,0,0,0,General,26,18,0.655,medium
2024-06-05,2,6,0,0,0,0,ICU,7,3,0.473,low
2024-06-05,2,6,0,0,0,0,Pediatrics,12,9,0.736,medium
2024-06-05,2,6,0,0,0,0,Maternity,9,6,0.692,medium
2024-06-05,2,6,0,0,0,0,Orthopedics,8,4,0.474,low
2024-06-06,3,6,0,0,0,0,General,26,20,0.707,medium
2024-06-06,3,6,0,0,0,0,ICU,7,4,0.504,low
2024-06-06,3,6,0,0,0,0,Pediatrics,12,9,0.748,medium
2024-06-06,3,6,0,0,0,0,Maternity,9,5,0.614,medium
2024-06-06,3,6,0,0,0,0,Orthopedics,8,4,0.459,low
2024-06-07,4,6,0,0,0,0,General,26,19,0.788,medium
2024-06-07,4,6,0,0,0,0,ICU,7,3,0.432,low
2024-06-07,4,6,0,0,0,0,Pediatrics,12,9,0.785,medium
2024-06-07,4,6,0,0,0,0,Maternity,9,6,0.648,medium
2024-06-07,4,6,0,0,0,0,Orthopedics,8,4,0.504,low
2024-06-08,5,6,1,0,0,0,General,26,11,0.277,low
2024-06-08,5,6,1,0,0,0,ICU,7,5,0.759,medium
2024-06-08,5,6,1,0,0,0,Pediatrics,12,4,0.283,low
2024-06-08,5,6,1,0,0,0,Maternity,9,5,0.658,medium
2024-06-08,5,6,1,0,0,0,Orthopedics,8,4,0.464,low
2024-06-09,6,6,1,0,0,0,General,26,13,0.569,low
2024-06-09,6,6,1,0,0,0,ICU,7,4,0.531,low
2024-06-09,6,6,1,0,0,0,Pediatrics,12,6,0.452,low
2024-06-09,6,6,1,0,0,0,Maternity,9,5,0.637,medium
2024-06-09,6,6,1,0,0,0,Orthopedics,8,4,0.487,low
